Food_ID,Food_Name,Category,Serving_Size_g,Calories,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugar_g,Sodium_mg,Meal_Type,Diet_Type
2658,Oats,Carbohydrate,351,628,23.9,61.0,10.8,12.2,8.6,966,Breakfast,Muscle Gain
2659,Salmon,Protein,37,642,30.0,30.1,7.1,13.4,41.8,1003,Lunch,Muscle Gain
2660,Carrot,Vegetable,74,391,39.1,23.1,6.5,2.3,39.6,72,Lunch,Maintenance
2661,Olive Oil,Healthy Fat,43,784,31.8,79.9,33.8,0.9,30.5,90,Breakfast,Maintenance
2662,Salmon,Protein,191,755,50.0,63.4,30.1,14.5,40.1,963,Dinner,Maintenance
2663,Oats,Carbohydrate,443,350,4.6,47.7,17.7,17.6,37.9,177,Breakfast,Muscle Gain
2664,Greek Yogurt,Protein,464,295,28.4,81.5,20.9,11.2,47.0,665,Lunch,Maintenance
2665,Tuna,Protein,475,613,26.2,59.6,34.5,8.1,39.5,808,Snack,Muscle Gain
2666,Cheese,Dairy,223,721,21.0,96.5,8.5,11.7,11.6,959,Lunch,Maintenance
2667,Tuna,Protein,199,479,8.6,41.2,22.7,6.5,28.8,335,Snack,Maintenance
2668,Chicken Breast,Protein,140,55,57.4,93.7,39.0,14.8,20.1,1173,Breakfast,Muscle Gain
2669,Apple,Fruit,51,385,2.2,16.4,27.3,17.1,5.1,933,Lunch,Muscle Gain
2670,Tuna,Protein,468,686,21.9,86.5,26.9,4.1,43.3,291,Snack,Muscle Gain
2671,Almonds,Healthy Fat,390,510,25.9,3.9,3.7,11.9,22.4,813,Snack,Maintenance
2672,Sweet Potato,Carbohydrate,294,360,11.2,0.2,14.9,19.5,44.7,487,Breakfast,Maintenance
2673,Greek Yogurt,Protein,320,350,36.1,43.9,7.0,7.7,16.7,230,Snack,Maintenance
2674,Oats,Carbohydrate,376,45,35.3,39.3,10.7,11.6,38.0,740,Dinner,Maintenance
2675,Sweet Potato,Carbohydrate,421,779,8.6,91.3,21.7,4.0,26.9,950,Dinner,Maintenance
2676,Salmon,Protein,140,139,15.0,98.4,33.5,4.4,14.3,798,Snack,Muscle Gain
2677,Orange,Fruit,373,708,42.8,88.2,11.8,11.8,5.1,1133,Breakfast,Maintenance
2678,Oats,Carbohydrate,206,655,51.3,10.4,4.7,19.9,1.3,1133,Snack,Muscle Gain
2679,Broccoli,Vegetable,72,203,18.3,92.7,39.5,0.5,33.9,0,Breakfast,Muscle Gain
2680,Banana,Fruit,500,207,12.8,67.3,32.6,6.3,11.1,1046,Lunch,Maintenance
2681,Greek Yogurt,Protein,349,296,58.8,30.8,16.7,11.2,32.0,248,Dinner,Weight Loss
2682,Sweet Potato,Carbohydrate,355,732,13.9,76.3,23.5,15.1,45.7,1155,Dinner,Weight Loss
2683,Banana,Fruit,299,130,2.2,85.0,18.4,4.1,33.6,562,Lunch,Weight Loss
2684,Sweet Potato,Carbohydrate,176,136,59.7,91.8,10.2,11.7,25.7,425,Lunch,Muscle Gain
2685,Egg,Protein,97,798,48.7,21.9,27.4,2.0,31.6,1048,Breakfast,Maintenance
2686,Sweet Potato,Carbohydrate,233,94,3.4,32.7,38.6,9.0,21.9,105,Lunch,Muscle Gain
2687,Greek Yogurt,Protein,466,475,53.9,40.2,18.6,15.6,0.6,591,Dinner,Maintenance
2688,Peanut Butter,Healthy Fat,433,637,43.3,66.5,22.3,19.9,30.1,1098,Snack,Maintenance
2689,Brown Rice,Carbohydrate,387,178,42.3,33.2,22.5,8.1,7.9,79,Lunch,Weight Loss
2690,Salmon,Protein,355,424,31.5,20.2,15.4,13.6,14.2,876,Breakfast,Weight Loss
2691,Almonds,Healthy Fat,52,110,53.5,22.4,24.1,15.5,18.2,676,Dinner,Muscle Gain
2692,Orange,Fruit,453,397,15.8,62.4,37.8,6.0,30.3,694,Snack,Muscle Gain
2693,Oats,Carbohydrate,294,421,59.7,82.2,38.4,8.4,34.4,901,Breakfast,Maintenance
2694,Salmon,Protein,241,78,41.3,66.8,1.8,5.2,17.1,1049,Dinner,Muscle Gain
2695,Cheese,Dairy,490,224,2.0,48.0,35.7,20.0,3.2,1024,Breakfast,Maintenance
2696,Brown Rice,Carbohydrate,424,619,5.1,70.1,7.5,6.5,19.0,1134,Lunch,Muscle Gain
2697,Spinach,Vegetable,231,682,51.6,60.2,38.8,3.8,24.8,455,Breakfast,Weight Loss
2698,Almonds,Healthy Fat,411,396,55.4,96.2,4.5,0.7,9.3,1066,Snack,Maintenance
2699,Oats,Carbohydrate,195,44,3.3,66.5,11.6,2.3,10.9,547,Breakfast,Muscle Gain
2700,Brown Rice,Carbohydrate,249,682,54.4,34.1,35.5,8.2,28.6,542,Snack,Weight Loss
2701,Orange,Fruit,101,251,47.5,49.7,36.6,10.3,6.7,807,Snack,Maintenance
2702,Tuna,Protein,106,395,34.1,44.0,15.1,19.7,13.1,508,Snack,Maintenance
2703,Almonds,Healthy Fat,343,702,29.8,79.9,25.6,15.2,6.5,623,Breakfast,Maintenance
2704,Egg,Protein,56,789,5.8,95.2,32.7,1.2,0.1,1055,Lunch,Maintenance
2705,Almonds,Healthy Fat,473,622,50.4,53.6,17.5,18.4,30.3,993,Snack,Muscle Gain
2706,Peanut Butter,Healthy Fat,236,202,25.7,28.7,29.7,5.5,1.7,1025,Lunch,Maintenance
2707,Milk,Dairy,459,424,31.1,13.5,24.4,9.5,3.2,658,Snack,Muscle Gain
2708,Salmon,Protein,464,529,21.5,35.1,27.4,19.6,12.8,678,Snack,Muscle Gain
2709,Sweet Potato,Carbohydrate,335,798,20.1,56.0,22.0,8.7,19.6,470,Snack,Weight Loss
2710,Olive Oil,Healthy Fat,393,741,19.4,70.0,27.1,11.8,34.6,396,Snack,Muscle Gain
2711,Spinach,Vegetable,173,516,53.7,79.0,15.8,1.7,5.2,320,Dinner,Muscle Gain
2712,Almonds,Healthy Fat,38,108,44.7,61.7,17.4,17.2,17.7,808,Breakfast,Weight Loss
2713,Olive Oil,Healthy Fat,357,532,58.2,9.7,7.6,8.0,47.1,371,Breakfast,Maintenance
2714,Tuna,Protein,84,184,59.4,30.1,34.7,15.4,40.6,124,Dinner,Muscle Gain
2715,Brown Rice,Carbohydrate,343,282,58.0,28.2,8.5,1.3,21.0,3,Dinner,Maintenance
2716,Peanut Butter,Healthy Fat,453,195,53.4,84.0,39.4,4.4,5.3,981,Lunch,Weight Loss
2717,Tuna,Protein,158,727,58.3,61.8,21.8,16.1,19.7,559,Snack,Muscle Gain
2718,Avocado,Healthy Fat,464,496,59.3,39.4,21.6,18.1,23.3,872,Lunch,Maintenance
2719,Milk,Dairy,452,486,3.4,46.5,5.8,6.3,1.3,662,Breakfast,Muscle Gain
2720,Spinach,Vegetable,446,64,55.2,72.5,1.4,13.1,43.8,369,Breakfast,Maintenance
2721,Oats,Carbohydrate,393,530,7.6,55.9,11.3,5.2,10.7,832,Lunch,Weight Loss
2722,Olive Oil,Healthy Fat,148,393,25.3,65.4,36.7,2.1,18.1,43,Dinner,Muscle Gain
2723,Brown Rice,Carbohydrate,352,580,11.0,86.9,15.7,2.0,12.4,598,Breakfast,Weight Loss
2724,Oats,Carbohydrate,37,305,37.2,62.4,17.1,5.2,29.5,550,Dinner,Maintenance
2725,Salmon,Protein,403,135,58.2,66.6,27.6,6.6,18.8,725,Snack,Muscle Gain
2726,Spinach,Vegetable,219,373,9.1,69.1,14.2,15.7,49.0,642,Lunch,Muscle Gain
2727,Spinach,Vegetable,284,637,31.2,69.4,8.2,13.1,48.6,224,Lunch,Weight Loss
2728,Orange,Fruit,310,41,12.5,62.4,8.4,1.6,2.4,1051,Breakfast,Weight Loss
2729,Carrot,Vegetable,419,104,4.7,66.3,28.2,17.3,44.3,885,Lunch,Muscle Gain
2730,Brown Rice,Carbohydrate,227,192,15.6,9.9,14.3,4.7,9.1,890,Snack,Maintenance
2731,Banana,Fruit,120,78,52.1,20.3,18.8,14.5,46.1,313,Breakfast,Muscle Gain
2732,Olive Oil,Healthy Fat,390,440,19.7,42.7,7.7,1.9,32.2,1056,Dinner,Muscle Gain
2733,Olive Oil,Healthy Fat,31,272,39.7,21.5,34.1,0.4,22.8,1150,Dinner,Maintenance
2734,Olive Oil,Healthy Fat,331,41,3.9,50.2,35.4,17.2,44.3,841,Breakfast,Muscle Gain
2735,Avocado,Healthy Fat,72,236,53.6,75.9,21.0,6.7,38.7,434,Breakfast,Maintenance
2736,Carrot,Vegetable,322,599,38.2,12.2,34.4,15.1,15.3,172,Dinner,Weight Loss
2737,Avocado,Healthy Fat,282,590,45.3,21.9,25.3,15.6,31.6,773,Breakfast,Muscle Gain
2738,Cheese,Dairy,364,557,20.3,73.8,35.5,14.9,26.6,63,Breakfast,Muscle Gain
2739,Spinach,Vegetable,47,317,59.5,52.3,9.7,11.3,44.3,899,Lunch,Muscle Gain
2740,Orange,Fruit,403,271,31.9,85.3,13.8,17.7,27.7,1057,Lunch,Maintenance
2741,Milk,Dairy,337,291,10.8,73.2,36.6,15.8,25.9,671,Dinner,Weight Loss
2742,Sweet Potato,Carbohydrate,415,482,12.7,61.7,31.8,1.1,29.6,1042,Breakfast,Muscle Gain
2743,Banana,Fruit,58,658,27.2,23.1,37.8,17.8,27.1,224,Snack,Weight Loss
2744,Spinach,Vegetable,340,406,21.2,87.3,29.7,2.7,42.9,119,Snack,Muscle Gain
2745,Salmon,Protein,262,168,38.9,6.8,22.9,19.6,34.1,951,Snack,Muscle Gain
2746,Oats,Carbohydrate,267,307,40.2,50.8,34.5,4.4,13.1,1177,Dinner,Muscle Gain
2747,Banana,Fruit,232,56,52.0,32.4,7.7,14.4,32.2,453,Snack,Maintenance
2748,Olive Oil,Healthy Fat,482,395,27.3,55.0,36.2,3.8,27.4,416,Dinner,Weight Loss
2749,Carrot,Vegetable,199,524,48.5,85.3,8.1,10.6,33.3,329,Lunch,Maintenance
2750,Spinach,Vegetable,152,626,34.3,6.7,24.4,4.0,16.9,519,Lunch,Weight Loss
2751,Olive Oil,Healthy Fat,71,196,35.5,46.9,1.4,11.7,1.5,141,Dinner,Maintenance
2752,Banana,Fruit,100,727,25.9,50.4,36.3,15.8,30.7,671,Dinner,Muscle Gain
2753,Olive Oil,Healthy Fat,50,491,17.5,92.9,7.8,4.0,35.6,514,Breakfast,Maintenance
2754,Chicken Breast,Protein,400,674,28.6,34.6,9.7,17.7,4.1,342,Snack,Weight Loss
2755,Carrot,Vegetable,143,288,20.5,91.6,35.0,15.8,37.0,393,Breakfast,Weight Loss
2756,Apple,Fruit,39,628,45.8,71.3,31.0,18.2,26.1,913,Dinner,Maintenance
2757,Milk,Dairy,448,78,51.6,83.1,4.8,14.8,42.2,128,Dinner,Maintenance
2758,Brown Rice,Carbohydrate,167,660,19.3,93.9,39.9,3.4,47.2,226,Snack,Muscle Gain
2759,Peanut Butter,Healthy Fat,403,779,9.8,12.6,22.8,19.9,36.4,347,Breakfast,Weight Loss
2760,Greek Yogurt,Protein,97,108,5.8,32.3,29.2,9.3,22.7,348,Breakfast,Weight Loss
2761,Peanut Butter,Healthy Fat,449,586,47.1,64.5,39.3,13.0,20.4,243,Dinner,Maintenance
2762,Banana,Fruit,51,148,32.3,36.9,35.5,7.0,31.0,778,Dinner,Muscle Gain
2763,Salmon,Protein,408,462,29.2,12.6,0.4,15.5,3.5,72,Lunch,Weight Loss
2764,Egg,Protein,187,195,53.1,54.2,6.9,1.5,28.6,814,Dinner,Maintenance
2765,Apple,Fruit,51,298,51.2,71.7,28.6,9.6,27.6,300,Dinner,Weight Loss
2766,Salmon,Protein,133,763,57.3,52.2,21.8,3.7,20.0,939,Snack,Maintenance
2767,Broccoli,Vegetable,173,245,28.6,44.9,5.5,9.5,4.5,105,Breakfast,Maintenance
2768,Peanut Butter,Healthy Fat,499,220,4.0,23.9,11.3,19.4,1.1,884,Dinner,Muscle Gain
2769,Almonds,Healthy Fat,496,159,25.6,5.4,20.9,7.0,2.3,1193,Snack,Weight Loss
2770,Broccoli,Vegetable,223,326,51.5,8.4,33.0,3.5,3.6,573,Dinner,Maintenance
2771,Milk,Dairy,94,97,51.8,5.8,3.0,3.6,3.6,956,Dinner,Muscle Gain
2772,Milk,Dairy,382,101,49.2,4.6,26.3,11.8,28.5,515,Dinner,Weight Loss
2773,Peanut Butter,Healthy Fat,127,703,57.5,41.8,28.4,8.4,38.7,194,Snack,Maintenance
2774,Salmon,Protein,340,157,41.1,34.4,39.9,16.4,42.0,161,Dinner,Muscle Gain
2775,Almonds,Healthy Fat,215,160,8.8,14.3,24.3,12.6,33.0,1198,Dinner,Weight Loss
2776,Egg,Protein,54,662,50.6,67.1,28.2,4.5,25.5,39,Lunch,Muscle Gain
2777,Sweet Potato,Carbohydrate,86,527,17.1,78.7,13.0,13.5,33.7,402,Dinner,Maintenance
2778,Carrot,Vegetable,296,224,32.3,41.0,31.4,7.5,20.2,1024,Snack,Weight Loss
2779,Broccoli,Vegetable,440,488,26.2,33.8,7.4,16.5,14.7,373,Dinner,Maintenance
2780,Almonds,Healthy Fat,205,316,25.9,11.6,25.9,13.8,11.3,1108,Dinner,Weight Loss
2781,Greek Yogurt,Protein,76,202,42.1,55.9,25.3,10.6,11.9,275,Breakfast,Weight Loss
2782,Brown Rice,Carbohydrate,267,153,44.3,77.1,22.9,3.1,7.0,635,Lunch,Maintenance
2783,Banana,Fruit,147,401,29.5,79.6,12.8,14.5,34.9,301,Lunch,Weight Loss
2784,Orange,Fruit,82,304,12.3,95.9,13.3,13.4,42.8,447,Dinner,Weight Loss
2785,Brown Rice,Carbohydrate,448,107,52.3,45.3,19.4,8.0,9.8,4,Dinner,Weight Loss
2786,Broccoli,Vegetable,368,673,19.8,40.5,25.9,4.8,23.2,422,Breakfast,Weight Loss
2787,Apple,Fruit,210,53,5.8,64.4,28.8,19.1,30.2,486,Breakfast,Weight Loss
2788,Broccoli,Vegetable,349,326,4.8,32.8,6.3,15.0,47.9,1165,Lunch,Weight Loss
2789,Orange,Fruit,330,658,57.0,68.9,6.5,8.5,9.9,1088,Breakfast,Weight Loss
2790,Carrot,Vegetable,322,57,0.1,6.4,10.7,7.5,41.3,170,Dinner,Muscle Gain
2791,Spinach,Vegetable,212,180,16.8,46.4,26.1,3.6,48.5,972,Dinner,Muscle Gain
2792,Greek Yogurt,Protein,253,696,44.3,50.4,4.8,14.7,29.8,1163,Breakfast,Maintenance
2793,Tuna,Protein,169,519,12.2,48.2,12.5,12.1,4.6,557,Lunch,Muscle Gain
2794,Chicken Breast,Protein,88,264,50.9,73.5,26.2,5.0,5.6,1170,Snack,Muscle Gain
2795,Avocado,Healthy Fat,85,769,8.7,27.3,20.9,11.6,37.3,278,Dinner,Muscle Gain
2796,Tuna,Protein,350,746,39.6,61.8,32.7,4.9,41.5,212,Dinner,Muscle Gain
2797,Peanut Butter,Healthy Fat,405,59,59.5,20.4,1.9,12.6,44.6,441,Snack,Maintenance
2798,Chicken Breast,Protein,340,714,32.1,41.6,33.6,18.3,48.5,1086,Snack,Weight Loss
2799,Brown Rice,Carbohydrate,83,545,42.0,58.7,33.1,10.9,0.1,298,Lunch,Muscle Gain
2800,Milk,Dairy,427,369,31.7,4.8,25.3,1.2,12.1,999,Breakfast,Weight Loss
2801,Olive Oil,Healthy Fat,137,526,27.8,18.9,33.2,12.8,7.5,241,Snack,Weight Loss
2802,Egg,Protein,405,338,43.4,15.9,30.5,15.0,46.8,373,Breakfast,Muscle Gain
2803,Greek Yogurt,Protein,160,317,54.6,76.7,0.5,0.1,19.0,186,Snack,Muscle Gain
2804,Tuna,Protein,367,246,34.8,80.8,15.1,5.9,25.1,21,Snack,Weight Loss
2805,Banana,Fruit,172,713,41.6,99.5,30.4,18.0,41.6,365,Snack,Weight Loss
2806,Oats,Carbohydrate,362,303,26.4,30.3,25.7,8.8,18.5,66,Snack,Weight Loss
2807,Peanut Butter,Healthy Fat,95,322,54.5,24.6,10.8,10.3,10.4,607,Lunch,Weight Loss
2808,Greek Yogurt,Protein,439,576,24.2,7.1,14.5,11.5,23.3,23,Dinner,Weight Loss
2809,Salmon,Protein,462,395,14.0,59.2,24.5,4.0,33.3,618,Lunch,Maintenance
2810,Almonds,Healthy Fat,494,636,56.2,63.8,26.9,8.6,43.1,112,Breakfast,Maintenance
2811,Spinach,Vegetable,36,524,6.5,48.4,35.1,1.2,4.5,506,Breakfast,Maintenance
2812,Greek Yogurt,Protein,111,152,3.5,2.9,33.9,14.7,11.5,956,Snack,Maintenance
2813,Broccoli,Vegetable,207,183,25.5,93.9,26.1,8.6,27.5,600,Snack,Maintenance
2814,Broccoli,Vegetable,99,675,10.0,20.5,19.0,14.5,10.2,1088,Snack,Weight Loss
2815,Brown Rice,Carbohydrate,315,152,2.3,87.4,35.2,19.1,36.7,65,Snack,Muscle Gain
2816,Chicken Breast,Protein,263,520,57.1,34.8,36.6,8.2,27.7,828,Dinner,Maintenance
2817,Sweet Potato,Carbohydrate,64,716,42.5,74.7,39.3,10.2,2.9,216,Breakfast,Muscle Gain
2818,Carrot,Vegetable,294,580,56.9,68.3,37.4,15.4,9.9,507,Breakfast,Muscle Gain
2819,Peanut Butter,Healthy Fat,220,279,56.7,20.6,6.2,6.5,27.5,901,Snack,Muscle Gain
2820,Chicken Breast,Protein,85,186,38.4,32.8,32.5,5.1,26.5,625,Dinner,Weight Loss
2821,Egg,Protein,47,379,31.5,99.1,34.2,4.7,46.9,988,Lunch,Maintenance
2822,Spinach,Vegetable,449,452,11.8,44.1,16.7,15.5,29.2,920,Dinner,Maintenance
2823,Carrot,Vegetable,89,139,6.5,2.9,2.9,9.1,48.2,703,Lunch,Muscle Gain
2824,Milk,Dairy,180,459,18.6,68.8,7.7,10.1,4.8,53,Dinner,Maintenance
2825,Brown Rice,Carbohydrate,342,574,9.4,87.1,27.0,6.4,4.9,707,Snack,Weight Loss
2826,Milk,Dairy,120,508,5.9,38.8,2.9,7.7,9.1,1065,Breakfast,Weight Loss
2827,Broccoli,Vegetable,359,518,24.3,59.9,27.2,7.6,6.3,592,Breakfast,Muscle Gain
2828,Almonds,Healthy Fat,116,359,4.5,15.6,38.9,0.2,16.5,1164,Snack,Weight Loss
2829,Spinach,Vegetable,322,731,58.9,64.8,31.6,13.8,20.1,794,Dinner,Maintenance
2830,Broccoli,Vegetable,485,352,14.9,56.6,31.9,6.1,4.6,10,Snack,Muscle Gain
2831,Egg,Protein,155,634,13.9,0.5,5.5,4.8,10.1,251,Lunch,Muscle Gain
2832,Peanut Butter,Healthy Fat,147,214,7.4,94.3,25.6,9.8,43.3,376,Snack,Weight Loss
2833,Cheese,Dairy,201,268,17.9,98.5,35.4,8.7,5.9,231,Breakfast,Muscle Gain
2834,Tuna,Protein,399,143,13.4,79.1,38.6,11.7,24.2,807,Lunch,Maintenance
2835,Cheese,Dairy,224,132,7.8,77.7,6.0,7.5,29.6,237,Breakfast,Maintenance
2836,Spinach,Vegetable,284,631,48.4,41.4,24.6,12.2,15.3,911,Lunch,Weight Loss
2837,Spinach,Vegetable,155,462,22.3,18.1,33.3,19.4,11.1,688,Breakfast,Maintenance
2838,Cheese,Dairy,79,462,52.3,38.9,32.1,12.8,21.9,630,Breakfast,Weight Loss
2839,Sweet Potato,Carbohydrate,172,633,39.9,88.2,8.7,17.2,4.5,559,Dinner,Maintenance
2840,Banana,Fruit,82,652,12.1,50.2,33.9,13.9,27.4,329,Breakfast,Muscle Gain
2841,Apple,Fruit,101,548,29.8,3.3,5.5,13.2,46.8,1181,Snack,Weight Loss
2842,Almonds,Healthy Fat,302,222,22.8,7.1,25.3,5.4,43.8,415,Dinner,Maintenance
2843,Salmon,Protein,420,481,55.7,73.2,8.4,10.6,2.9,313,Lunch,Maintenance
2844,Chicken Breast,Protein,359,766,12.4,91.2,3.5,12.3,44.7,269,Snack,Muscle Gain
2845,Milk,Dairy,80,127,56.9,25.5,31.4,10.6,33.0,226,Lunch,Weight Loss
2846,Orange,Fruit,196,193,16.9,59.0,30.1,18.0,15.8,1093,Lunch,Muscle Gain
2847,Sweet Potato,Carbohydrate,253,173,33.7,73.6,18.0,17.1,12.1,1177,Dinner,Weight Loss
2848,Oats,Carbohydrate,388,516,12.8,87.2,1.0,11.4,32.6,1111,Lunch,Weight Loss
2849,Tuna,Protein,79,786,57.6,6.8,14.1,19.5,0.9,1085,Lunch,Maintenance
2850,Banana,Fruit,410,598,12.1,59.8,10.9,14.4,40.0,285,Lunch,Maintenance
2851,Sweet Potato,Carbohydrate,255,633,40.5,96.3,14.1,10.9,5.7,1193,Lunch,Weight Loss
2852,Tuna,Protein,304,499,39.9,46.9,22.5,11.5,18.7,283,Snack,Maintenance
2853,Almonds,Healthy Fat,236,121,9.3,17.4,28.8,13.6,39.0,150,Lunch,Maintenance
2854,Salmon,Protein,57,659,24.4,58.3,11.0,0.9,46.7,269,Breakfast,Muscle Gain
2855,Peanut Butter,Healthy Fat,189,180,30.5,46.3,2.9,3.8,7.7,798,Lunch,Weight Loss
2856,Olive Oil,Healthy Fat,296,381,2.2,71.3,11.0,5.1,39.9,911,Snack,Maintenance
2857,Banana,Fruit,379,761,3.9,60.9,15.9,9.0,2.4,142,Breakfast,Maintenance
2858,Carrot,Vegetable,251,373,59.6,65.6,39.5,10.0,38.5,418,Snack,Muscle Gain
2859,Egg,Protein,43,443,4.3,21.2,28.9,4.9,26.6,1,Lunch,Weight Loss
2860,Avocado,Healthy Fat,444,471,12.6,74.1,22.7,11.6,22.8,426,Snack,Muscle Gain
2861,Olive Oil,Healthy Fat,108,342,59.5,8.8,25.5,8.1,49.2,182,Breakfast,Muscle Gain
2862,Spinach,Vegetable,183,466,17.3,10.5,37.5,16.7,0.1,846,Breakfast,Maintenance
2863,Banana,Fruit,125,177,24.4,63.8,38.6,12.3,37.1,380,Lunch,Weight Loss
2864,Banana,Fruit,284,513,1.3,83.9,16.0,19.6,39.3,1146,Snack,Weight Loss
2865,Olive Oil,Healthy Fat,77,113,25.4,28.7,6.8,0.7,19.6,1073,Snack,Maintenance
2866,Olive Oil,Healthy Fat,243,319,41.6,32.5,39.2,18.3,24.1,753,Snack,Maintenance
2867,Greek Yogurt,Protein,456,367,1.9,35.1,24.4,19.2,23.1,406,Lunch,Weight Loss
2868,Peanut Butter,Healthy Fat,164,247,6.6,71.4,14.9,0.5,38.0,200,Lunch,Weight Loss
2869,Almonds,Healthy Fat,488,477,54.6,60.0,13.7,1.6,13.7,29,Lunch,Maintenance
2870,Brown Rice,Carbohydrate,188,704,58.4,84.9,26.7,19.7,15.2,983,Lunch,Muscle Gain
2871,Broccoli,Vegetable,328,419,34.2,42.8,12.4,1.1,33.0,492,Dinner,Maintenance
2872,Avocado,Healthy Fat,250,115,46.5,9.7,37.7,13.8,33.3,310,Breakfast,Muscle Gain
2873,Broccoli,Vegetable,467,789,6.1,95.1,13.1,3.8,18.2,276,Lunch,Weight Loss
2874,Almonds,Healthy Fat,127,264,28.8,25.3,12.8,13.3,9.6,146,Snack,Weight Loss
2875,Broccoli,Vegetable,144,188,53.8,72.5,22.1,1.6,44.0,31,Dinner,Muscle Gain
2876,Spinach,Vegetable,457,93,1.8,8.8,21.3,15.8,37.6,893,Snack,Muscle Gain
2877,Peanut Butter,Healthy Fat,40,117,9.0,97.9,17.8,4.2,6.9,471,Lunch,Weight Loss
2878,Oats,Carbohydrate,492,279,13.5,82.9,1.5,2.2,15.2,406,Lunch,Muscle Gain
2879,Orange,Fruit,138,481,30.1,94.2,30.9,14.9,17.4,875,Dinner,Muscle Gain
2880,Peanut Butter,Healthy Fat,147,533,23.8,84.9,18.8,14.3,41.7,750,Breakfast,Maintenance
2881,Olive Oil,Healthy Fat,202,264,18.8,87.7,14.7,18.4,19.9,100,Snack,Maintenance
2882,Sweet Potato,Carbohydrate,158,517,15.8,34.8,9.5,19.7,41.8,858,Snack,Weight Loss
2883,Spinach,Vegetable,133,348,52.5,31.1,15.6,11.1,27.2,1164,Snack,Muscle Gain
2884,Chicken Breast,Protein,374,427,12.1,61.6,9.2,14.0,30.4,288,Breakfast,Weight Loss
2885,Broccoli,Vegetable,133,457,5.5,44.4,2.7,2.0,48.2,19,Snack,Muscle Gain
2886,Chicken Breast,Protein,256,287,4.0,56.9,10.2,5.6,0.4,619,Breakfast,Muscle Gain
2887,Orange,Fruit,323,667,9.2,60.0,36.4,15.4,22.7,458,Dinner,Maintenance
2888,Milk,Dairy,227,337,6.0,13.4,35.6,16.8,26.6,234,Dinner,Muscle Gain
2889,Peanut Butter,Healthy Fat,270,438,58.0,95.5,12.1,17.9,26.7,206,Breakfast,Maintenance
2890,Sweet Potato,Carbohydrate,69,48,8.8,87.9,13.9,1.9,2.1,412,Breakfast,Weight Loss
2891,Brown Rice,Carbohydrate,222,250,24.2,65.4,28.9,6.9,1.8,1102,Breakfast,Maintenance
2892,Spinach,Vegetable,150,676,51.1,58.6,28.8,2.3,42.1,675,Dinner,Weight Loss
2893,Oats,Carbohydrate,200,659,4.6,56.0,19.4,6.0,33.2,926,Snack,Muscle Gain
2894,Milk,Dairy,75,579,1.4,50.6,30.8,13.4,42.6,818,Breakfast,Muscle Gain
2895,Tuna,Protein,157,403,27.4,63.3,7.2,12.8,41.8,940,Lunch,Muscle Gain
2896,Carrot,Vegetable,472,101,45.7,20.0,28.3,16.6,25.0,110,Snack,Maintenance
2897,Apple,Fruit,152,526,14.7,56.4,30.5,11.1,9.5,963,Snack,Maintenance
2898,Olive Oil,Healthy Fat,52,491,18.9,94.0,33.6,9.1,13.3,974,Dinner,Muscle Gain
2899,Cheese,Dairy,219,788,40.6,96.4,3.3,10.6,15.1,655,Snack,Maintenance
2900,Orange,Fruit,262,351,36.5,53.7,7.1,12.3,0.7,1047,Snack,Maintenance
2901,Chicken Breast,Protein,318,593,18.5,9.8,28.2,2.1,16.7,931,Dinner,Muscle Gain
2902,Sweet Potato,Carbohydrate,495,472,6.1,75.4,20.0,8.5,43.4,486,Snack,Maintenance
2903,Sweet Potato,Carbohydrate,486,438,19.7,83.2,3.2,12.3,10.7,45,Snack,Muscle Gain
2904,Brown Rice,Carbohydrate,373,340,29.1,9.8,28.9,0.4,5.0,373,Breakfast,Maintenance
2905,Brown Rice,Carbohydrate,284,762,31.8,32.8,31.2,1.3,34.7,756,Dinner,Muscle Gain
2906,Brown Rice,Carbohydrate,288,230,28.5,65.8,31.3,12.1,39.5,643,Breakfast,Muscle Gain
2907,Sweet Potato,Carbohydrate,430,457,43.7,24.4,9.5,14.7,0.1,656,Breakfast,Muscle Gain
2908,Avocado,Healthy Fat,51,349,50.0,1.2,5.3,9.6,25.4,92,Dinner,Weight Loss
2909,Brown Rice,Carbohydrate,86,387,34.2,88.2,9.8,3.8,2.6,555,Dinner,Maintenance
2910,Peanut Butter,Healthy Fat,75,234,28.9,52.0,19.6,16.5,15.8,571,Lunch,Maintenance
2911,Broccoli,Vegetable,232,312,37.6,1.9,27.6,1.2,43.1,966,Breakfast,Muscle Gain
2912,Tuna,Protein,309,254,57.7,98.3,12.5,7.0,26.0,690,Snack,Muscle Gain
2913,Tuna,Protein,366,697,46.0,59.6,7.8,4.3,47.8,198,Dinner,Muscle Gain
2914,Milk,Dairy,431,621,13.7,66.4,15.9,15.6,38.2,618,Breakfast,Maintenance
2915,Banana,Fruit,88,732,29.5,22.1,14.4,9.2,43.6,1142,Snack,Muscle Gain
2916,Egg,Protein,236,679,59.3,26.2,24.6,0.7,20.8,1175,Lunch,Maintenance
2917,Cheese,Dairy,305,325,19.5,41.5,35.2,16.8,15.5,785,Lunch,Muscle Gain
2918,Banana,Fruit,248,395,6.3,83.4,12.4,17.1,34.9,223,Breakfast,Muscle Gain
2919,Milk,Dairy,344,54,29.6,84.9,15.5,13.7,8.6,505,Breakfast,Muscle Gain
