Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
Female,20,191.0,112.6,101,141,37.8,1625.7
Female,52,168.4,62.2,178,169,38.7,1886.1
Female,59,192.8,86.4,52,109,36.5,519.3
Female,47,193.3,78.2,170,76,39.4,992.2
Male,39,152.5,82.5,179,179,39.1,2621.0
Female,62,170.7,59.1,45,64,36.8,165.2
Male,43,176.6,51.5,124,67,36.7,444.1
Female,64,154.9,92.5,148,61,39.4,843.1
Female,33,159.1,66.6,29,118,38.0,243.7
Female,50,189.4,87.0,59,101,38.7,536.0
Female,18,188.8,81.3,16,61,38.6,97.6
Female,46,153.8,48.2,77,105,38.8,376.7
Male,25,178.0,119.3,163,150,36.4,2927.2
Female,53,170.4,81.1,29,66,37.9,161.7
Male,63,192.8,45.9,171,116,36.5,918.0
Female,55,190.4,115.3,49,137,39.0,778.8
Male,49,192.2,96.5,56,97,38.6,511.5
Female,58,169.2,124.3,39,73,39.7,374.1
Male,35,172.3,76.8,44,74,38.6,269.1
Male,41,161.7,65.9,65,155,39.3,638.4
Female,24,181.4,115.7,177,107,39.2,2173.8
Male,33,194.0,117.8,91,76,38.6,796.8
Female,50,189.6,51.2,66,70,37.3,263.9
Female,30,166.0,104.0,70,82,37.3,616.8
Male,50,193.9,48.1,30,148,38.3,190.5
Male,58,189.4,79.7,51,103,37.6,448.0
Female,26,152.1,79.8,36,125,36.6,358.8
Female,63,189.0,72.2,111,162,38.5,1286.8
Female,20,162.4,91.1,172,140,39.2,2190.8
Male,51,172.2,80.4,150,179,36.5,2157.2
Female,54,150.6,101.9,104,163,39.9,1745.1
Male,49,167.2,116.4,15,128,36.4,231.1
Female,20,175.5,72.4,166,183,38.2,2224.1
Male,51,167.2,63.5,55,104,37.1,373.0
Female,44,181.1,45.3,137,102,37.6,654.1
Male,51,171.6,123.0,105,62,37.9,782.9
Male,20,168.3,106.3,67,80,38.2,578.2
Female,25,150.4,63.8,18,182,37.9,228.6
Male,32,175.4,52.3,116,97,37.1,588.3
Male,57,165.9,82.3,63,147,38.6,759.0
Male,45,161.8,46.1,119,99,37.6,531.8
Male,42,190.4,89.2,62,188,37.8,1035.2
Male,19,181.8,45.7,101,76,36.8,329.9
Male,27,172.5,71.4,83,179,38.8,1090.7
Male,61,158.7,50.5,128,100,38.4,637.5
Female,59,179.7,62.1,131,60,36.7,514.3
Female,57,179.3,109.7,116,64,39.8,835.8
Female,29,152.7,89.0,89,165,37.3,1321.4
Male,50,182.0,110.6,160,180,38.6,3186.1
Female,28,186.1,96.8,101,156,36.9,1537.5
Male,21,152.6,97.4,56,90,36.8,462.7
Female,59,173.4,63.1,101,107,39.2,689.1
Female,31,158.3,90.1,71,166,36.7,1048.3
Female,51,190.7,46.6,127,133,36.9,763.2
Female,47,168.5,85.4,134,190,38.4,2148.1
Male,34,188.4,112.3,37,66,37.6,295.2
Female,52,170.7,85.9,143,165,39.7,2033.5
Male,64,167.8,82.4,161,188,37.8,2514.7
Female,46,186.0,60.0,36,128,39.3,248.8
Female,27,184.8,103.7,40,91,39.2,404.2
Male,64,193.2,59.4,175,127,37.9,1297.7
Male,65,187.0,47.6,172,69,38.1,563.8
Male,51,164.5,114.4,23,99,39.1,245.5
Male,21,170.8,120.9,164,85,37.5,1656.7
Male,62,161.6,46.2,169,183,36.1,1421.9
Female,32,157.2,69.3,89,129,39.5,780.0
Female,61,167.7,80.4,71,154,36.5,901.0
Female,28,156.1,96.3,32,97,37.8,327.9
Male,20,186.9,111.0,22,122,37.9,279.2
Male,30,191.4,65.7,56,92,38.5,335.8
Male,23,190.5,118.4,56,117,39.4,755.3
Female,58,162.1,95.9,164,95,39.4,1494.9
Female,27,177.9,69.1,51,75,36.6,280.2
Female,59,154.2,65.8,91,160,36.4,969.4
Male,31,159.8,112.7,94,108,39.8,1121.2
Female,36,156.7,74.3,88,128,39.9,860.9
Male,44,171.0,96.9,142,109,36.1,1513.5
Male,43,160.5,57.2,177,135,36.3,1392.8
Female,22,154.4,79.1,58,75,38.8,342.4
Female,18,157.5,84.4,143,158,36.4,1908.8
Female,63,163.0,90.6,27,103,37.7,263.2
Male,50,160.4,53.3,87,102,36.1,502.7
Female,31,155.9,109.2,70,89,37.8,700.6
Female,57,163.4,129.4,42,136,38.4,763.6
Male,63,175.5,102.4,32,111,36.2,383.7
Female,60,159.3,82.6,26,85,38.7,208.9
Male,46,162.2,99.2,14,129,39.2,208.2
Male,32,158.6,104.6,55,67,39.4,363.3
Female,27,178.2,116.1,26,81,39.5,271.9
Female,41,162.8,121.7,167,139,39.5,2839.0
Female,43,168.1,67.2,11,156,38.5,96.2
Male,61,154.5,128.5,37,80,38.2,376.5
Male,55,171.6,56.9,128,82,39.5,580.7
Female,42,178.1,109.9,121,87,37.8,1175.8
Female,33,159.1,129.2,48,137,37.3,870.3
Female,34,187.2,66.4,11,133,39.3,111.4
Female,24,178.5,50.7,98,115,39.1,571.2
Female,28,184.9,77.1,68,187,38.5,988.0
Male,47,162.9,95.8,132,63,37.4,797.5
Male,22,160.1,57.1,32,104,38.9,201.8
Female,33,171.9,121.3,59,187,38.4,1317.6
Male,42,160.3,88.2,103,177,37.7,1629.3
Male,28,173.3,123.9,84,121,39.6,1247.7
Male,40,151.2,57.1,53,98,39.8,286.4
Male,47,168.9,109.2,164,180,38.2,3242.5
Male,34,175.9,72.9,102,169,39.6,1256.9
Female,21,188.4,65.7,157,64,36.2,665.2
Male,18,167.1,124.5,106,101,36.2,1316.9
Female,28,170.1,107.9,128,120,39.0,1665.9
Female,22,176.0,104.1,136,85,39.0,1224.5
Male,23,192.0,99.4,173,89,36.4,1511.3
Female,38,168.0,80.2,28,117,38.7,289.8
Male,20,166.8,124.2,149,173,39.7,3174.5
Female,40,166.1,116.6,64,171,38.8,1271.0
Female,38,172.2,89.7,69,132,36.3,831.4
Female,48,190.9,69.7,77,118,39.0,628.0
Male,53,153.4,88.6,161,136,39.3,1940.8
Male,61,156.4,116.8,123,145,38.7,2093.1
Male,19,150.2,87.6,167,82,36.9,1203.4
Male,21,190.8,124.0,44,164,36.0,866.3
Female,65,193.9,120.7,25,60,39.8,156.7
Male,41,187.8,96.4,75,184,38.7,1332.7
Female,45,160.4,76.7,147,182,37.6,2065.2
Female,30,155.7,54.0,87,159,39.5,757.5
Male,63,188.0,100.5,59,132,38.2,758.6
Male,26,191.6,117.9,14,171,38.0,285.7
Female,48,184.0,88.1,65,115,38.8,668.7
Female,20,155.9,111.5,107,123,38.4,1450.4
Male,22,193.4,114.3,89,107,39.9,1092.6
Male,49,174.1,59.4,31,81,39.1,146.8
Female,58,151.6,47.8,131,137,37.5,842.2
Female,44,171.6,74.8,85,66,36.5,438.4
Male,20,157.6,112.8,172,173,38.1,3371.6
Male,19,162.0,114.3,175,182,37.2,3622.7
Male,51,187.0,127.6,19,169,38.5,438.4
Female,38,155.8,124.0,121,105,38.8,1582.7
Male,63,152.6,93.0,41,169,36.3,650.9
Female,55,152.2,59.7,96,93,37.0,537.7
Male,33,151.3,92.7,68,72,39.5,434.0
Male,34,187.9,122.0,16,155,39.2,307.6
Female,45,172.8,124.6,22,68,39.0,212.0
Female,42,183.5,71.8,113,109,38.7,879.3
Male,65,191.0,49.4,53,74,36.3,198.6
Female,23,162.4,80.1,43,85,38.6,270.6
Male,27,157.2,48.8,109,160,36.9,852.8
Female,39,172.9,84.4,17,168,37.0,249.1
Male,46,152.7,103.6,94,70,38.9,709.3
Female,46,155.7,46.3,75,126,38.1,453.9
Male,61,191.4,94.7,160,106,39.6,1630.6
Female,48,171.5,105.7,167,87,36.6,1550.6
Male,36,189.0,54.9,40,183,37.3,407.7
Male,21,153.8,58.0,24,144,36.9,199.1
Male,27,157.2,69.7,95,83,39.5,531.2
Male,31,180.6,83.5,136,84,39.1,933.0
Male,54,185.6,114.6,72,118,37.8,986.2
Male,36,176.5,126.2,54,121,39.4,821.7
Female,35,158.2,107.4,126,173,37.7,2313.7
Male,22,193.2,78.0,17,184,37.3,236.1
Male,65,193.8,87.4,155,61,37.8,853.1
Female,31,180.4,101.9,162,174,39.3,2858.0
Male,44,183.0,123.4,23,116,39.4,308.7
Female,24,194.1,96.6,84,94,36.9,736.0
Male,45,158.5,97.1,53,148,36.4,737.7
Female,59,168.1,93.6,121,133,36.5,1477.5
Male,18,163.5,48.4,64,166,36.9,515.7
Male,38,164.3,115.2,23,141,37.4,361.2
Male,62,157.8,77.9,174,131,36.6,1752.7
Female,32,159.9,61.5,180,120,39.6,1334.7
Male,42,161.4,88.1,164,106,38.0,1528.0
Female,56,162.0,55.9,51,157,38.7,465.2
Male,54,183.3,66.7,112,108,38.8,821.9
Male,31,178.4,121.0,104,142,38.9,1815.5
Female,35,186.6,48.6,146,74,36.1,500.2
Male,18,160.1,128.9,14,121,38.8,239.2
Male,49,192.2,105.1,30,189,38.5,585.0
Male,47,170.9,58.9,76,174,39.0,792.7
Male,25,164.0,46.9,33,73,36.2,125.6
Female,60,180.0,125.2,47,125,36.1,731.7
Female,36,159.8,65.8,79,98,39.8,482.1
Male,36,163.9,45.7,30,117,37.2,188.0
Female,58,184.6,77.0,121,130,36.8,1214.2
Male,61,155.3,68.1,165,115,37.5,1306.7
Male,27,167.2,64.3,50,100,37.6,300.9
Male,52,161.3,116.8,126,112,37.7,1658.2
Female,61,192.1,85.6,145,125,39.9,1553.9
Female,27,189.5,106.8,162,102,36.3,1758.3
Female,18,155.1,75.2,26,186,37.3,380.0
Male,39,185.2,72.4,158,143,36.9,1654.0
Male,26,166.5,112.9,32,112,37.9,378.6
Female,46,189.7,87.7,10,137,38.1,141.0
Male,51,189.0,48.7,15,157,39.6,113.2
Male,44,169.9,110.8,96,71,36.9,775.3
Female,50,155.5,59.7,171,136,38.1,1379.5
Male,20,156.5,86.1,80,129,37.4,909.2
Male,19,168.5,51.0,71,114,38.5,433.6
Male,40,168.9,98.7,107,64,37.2,658.9
Male,32,166.3,87.4,100,61,38.2,505.7
Female,51,194.1,129.6,134,152,39.8,2638.8
Female,52,163.5,45.5,88,96,38.6,411.7
Female,62,185.3,99.5,32,113,36.8,331.1
Male,52,160.5,73.1,43,174,38.6,550.6
Male,23,189.8,45.6,174,145,37.1,1124.8
Female,24,190.8,75.5,61,157,39.9,694.4
Male,61,175.1,97.4,52,138,36.1,693.9
Female,64,177.3,110.9,98,120,38.6,1305.7
Female,47,184.0,128.2,126,122,39.4,1941.3
Female,52,178.3,123.5,30,73,37.5,293.8
Male,27,152.9,81.7,166,84,36.7,1148.0
Male,18,163.7,87.0,139,111,37.3,1329.2
Female,52,157.2,66.8,62,67,39.2,254.0
Male,59,178.8,90.8,94,69,39.4,594.0
Male,31,177.5,68.3,103,178,37.0,1275.8
Female,25,155.9,111.3,177,157,38.4,3118.5
Female,18,170.3,53.6,20,113,38.1,100.6
Female,25,194.3,46.4,143,63,38.1,446.8
Male,28,188.4,125.6,171,145,37.0,3134.8
Female,39,151.4,90.7,18,84,37.2,146.7
Female,29,191.1,58.7,146,94,36.3,809.8
Male,65,156.1,124.7,176,114,38.6,2490.0
Male,36,168.1,117.7,154,159,37.5,2890.3
Female,51,179.0,113.6,123,135,37.0,1857.0
Male,42,171.8,68.3,60,183,39.7,762.8
Male,62,186.9,93.1,51,156,38.4,738.6
Male,21,158.0,69.9,32,104,39.8,244.9
Female,52,165.2,118.8,34,127,38.8,497.1
Male,21,192.6,84.3,171,62,38.6,922.4
Male,20,167.4,115.9,36,116,36.9,494.3
Female,20,156.6,121.7,123,108,39.1,1620.5
Female,31,159.2,112.2,74,80,36.3,671.1
Male,42,154.3,74.2,133,131,37.5,1321.4
Female,41,188.3,64.2,165,89,37.7,948.1
Female,43,151.3,64.7,14,99,39.4,78.8
Female,42,185.5,68.8,50,119,39.7,436.1
Female,46,155.5,98.3,76,114,36.4,850.1
Male,52,189.3,107.1,116,96,37.2,1170.5
Female,25,193.3,119.3,132,158,37.0,2473.7
Male,38,170.5,45.5,59,123,39.2,326.1
Female,39,163.8,118.8,74,172,36.6,1524.0
Female,65,173.0,71.7,20,155,36.7,234.8
Male,34,163.2,62.1,142,185,36.6,1619.4
Female,52,191.8,53.9,85,164,39.3,764.1
Male,64,186.4,75.1,149,63,38.3,732.6
Female,45,151.1,55.2,108,102,39.9,580.2
Female,64,175.3,78.0,18,161,37.0,201.0
Female,53,156.9,103.1,40,189,37.4,789.3
Male,31,158.7,118.0,143,75,36.5,1282.7
Female,22,152.8,125.0,23,115,39.8,345.1
Male,46,193.2,93.2,165,86,37.0,1306.4
Male,35,178.1,96.1,41,65,37.5,272.2
Female,33,174.1,77.4,151,60,37.4,699.1
Female,41,183.9,47.2,115,126,37.5,688.9
Female,42,186.5,60.9,154,99,39.0,915.5
Male,57,191.3,88.0,162,99,36.9,1417.4
Male,38,189.1,107.5,160,183,37.6,3149.4
Female,40,167.0,88.5,158,74,39.8,1048.0
Male,19,150.1,68.5,149,163,38.2,1692.6
Male,62,173.6,77.8,40,75,36.5,248.9
Male,51,164.6,112.2,150,86,39.4,1453.7
Female,47,174.2,97.1,87,166,36.3,1431.8
Male,43,157.5,57.7,22,181,36.5,231.3
Female,44,181.4,57.0,84,114,38.5,517.0
Female,39,177.9,51.6,34,122,37.7,237.6
Female,62,183.6,125.4,117,133,36.2,1947.3
Female,22,172.7,104.6,119,143,36.5,1807.8
Female,35,162.9,55.6,130,179,38.5,1300.2
Male,33,167.5,62.2,173,112,38.1,1178.7
Female,51,186.5,90.3,49,70,39.0,299.8
Male,62,161.5,96.5,151,62,36.1,903.8
Male,46,175.6,125.9,40,143,36.8,742.2
Male,65,177.0,88.6,22,128,37.7,256.6
Female,51,194.1,47.5,91,80,36.6,348.8
Male,59,184.9,48.9,79,109,37.3,393.6
Male,27,163.7,111.2,116,88,36.2,1120.7
Female,35,169.3,74.1,178,172,37.0,2276.0
Female,49,154.3,110.8,55,89,37.7,538.5
Female,31,153.9,96.7,54,87,38.9,447.5
Male,58,166.8,77.0,84,95,36.1,634.5
Male,28,174.2,73.0,83,170,38.5,1019.5
Female,31,192.1,116.7,56,104,38.4,686.7
Female,65,185.2,48.7,10,153,39.5,74.5
Female,25,182.7,108.0,41,162,37.3,719.5
Female,42,181.6,73.7,144,177,36.9,1887.5
Male,53,173.2,115.8,141,92,36.6,1500.2
Male,39,165.3,127.9,21,168,36.1,439.1
Female,51,156.8,120.1,50,84,38.5,482.0
Female,35,176.7,106.4,133,111,37.4,1596.1
Female,26,159.0,97.0,90,103,37.4,900.0
Male,45,184.5,71.0,91,81,37.4,530.4
Male,27,157.7,114.0,165,109,37.8,2035.8
Female,55,163.2,129.6,27,73,39.7,280.5
Female,50,177.9,53.1,93,146,38.2,692.9
Male,39,150.3,57.7,61,190,39.9,665.8
Female,62,175.6,68.5,169,130,38.9,1531.0
Female,23,179.2,46.7,60,179,39.1,502.9
Male,57,192.3,93.0,19,66,38.2,97.6
Male,32,193.2,57.3,36,61,39.4,128.0
Male,23,171.6,99.0,75,190,39.4,1421.2
Female,35,150.5,49.8,38,126,38.5,258.1
Female,37,172.7,125.1,41,75,40.0,403.3
Male,33,179.3,51.3,118,178,37.3,1098.7
Male,62,189.7,50.4,18,181,39.2,157.5
Male,51,184.1,107.3,28,132,39.0,390.5
Male,26,162.8,75.4,59,73,39.6,300.5
Male,19,176.0,79.3,94,74,39.1,569.9
Female,24,173.0,115.6,128,149,39.3,2199.0
Female,25,186.4,99.2,132,61,36.4,811.1
Male,31,153.8,104.7,168,82,38.5,1451.0
Female,30,192.0,58.0,145,88,39.1,769.9
Female,23,155.2,50.3,151,63,39.0,486.2
Female,54,172.7,125.6,142,119,37.6,2129.4
Male,53,188.5,125.3,155,161,38.4,3126.5
Male,55,176.0,93.8,133,149,37.8,1887.3
Female,47,159.8,125.1,64,161,39.8,1312.6
Female,42,171.4,84.8,107,155,38.1,1419.0
Female,48,150.4,57.7,147,81,39.8,673.0
Female,25,165.6,115.4,80,173,37.5,1625.7
Male,54,172.7,51.9,114,71,38.3,408.1
Female,27,155.6,91.8,75,92,39.3,615.6
Female,65,184.8,95.2,143,163,36.4,2219.9
Male,21,166.9,97.4,74,105,38.3,745.5
Male,62,184.9,60.0,147,150,38.9,1321.0
Female,29,157.6,94.6,113,106,39.8,1118.4
Female,44,155.2,95.3,147,184,37.2,2599.3
Female,38,174.0,48.9,123,141,38.0,854.4
Male,54,171.3,69.0,114,185,36.5,1445.6
Male,33,191.5,78.6,45,103,38.1,375.7
Male,38,194.2,75.7,105,175,36.1,1403.4
Male,22,177.6,76.1,14,80,39.0,109.0
Female,21,186.6,95.9,105,107,39.7,1092.7
Male,56,188.9,48.6,62,125,37.5,379.0
Male,56,190.6,72.4,72,132,36.5,710.8
Female,31,181.1,47.9,51,64,37.7,168.1
Female,58,191.6,125.2,168,141,38.3,2952.6
Male,28,174.0,110.3,87,66,39.5,639.6
Male,65,180.7,72.4,159,78,36.2,901.1
Male,25,164.8,92.5,112,150,37.8,1544.6
Male,63,167.1,69.3,57,188,38.9,741.8
Male,32,170.1,71.7,141,86,39.6,866.2
Female,24,160.5,48.3,95,97,37.0,440.3
Female,30,156.4,117.7,16,186,38.8,344.1
Female,34,176.0,54.7,141,142,38.0,1090.1
Male,37,175.6,115.1,179,85,38.5,1731.2
Male,62,179.2,81.7,51,69,39.3,281.7
Male,23,153.9,51.9,27,168,37.5,237.5
Female,45,188.2,69.5,20,128,39.6,163.7
Male,59,156.0,76.9,159,147,39.6,1818.0
Female,45,175.0,61.4,123,188,36.5,1440.9
Female,51,182.7,125.5,51,93,37.5,598.4
Female,50,160.1,55.8,74,92,36.2,387.9
Female,41,162.9,53.8,57,168,37.3,537.7
Female,22,190.5,59.9,54,166,39.2,546.6
Female,55,180.1,48.3,56,119,38.5,332.5
Male,54,190.6,94.3,34,81,37.2,281.6
Male,34,193.9,98.4,16,173,39.9,246.0
Female,59,152.2,106.8,162,71,36.8,1239.0
Male,30,182.3,91.0,49,158,36.2,702.1
Male,24,163.9,108.5,10,131,38.5,135.4
Female,44,180.4,122.5,152,155,38.1,2891.5
Female,55,156.9,96.4,100,91,39.2,861.8
Male,39,151.2,50.9,162,135,37.1,1117.9
Female,49,192.7,52.0,114,70,36.4,410.1
Female,49,170.0,129.6,50,184,39.5,1215.4
Female,39,154.1,90.0,79,74,38.2,553.5
Male,26,157.6,75.4,29,178,37.3,386.4
Female,64,179.3,111.8,92,64,37.7,679.4
Female,22,160.7,63.5,27,155,38.3,251.0
Male,35,187.8,91.8,108,164,39.7,1607.8
Female,65,178.6,92.7,59,164,36.0,869.7
Male,32,188.7,96.3,36,181,39.2,635.3
Male,62,157.2,83.3,50,88,37.3,354.7
Male,53,162.3,67.1,87,173,39.1,1000.3
Female,37,165.8,96.3,130,169,37.3,2120.9
Male,25,157.5,57.1,82,79,39.9,398.5
Male,45,192.5,58.7,78,157,38.7,727.8
Male,51,158.4,120.4,17,175,36.8,341.9
Male,26,166.4,121.3,70,111,38.5,933.0
Male,53,178.5,83.9,52,164,37.2,688.7
Male,22,192.1,63.8,50,150,38.8,491.2
Male,59,183.8,53.3,21,75,39.7,112.0
Male,42,182.4,100.6,50,182,39.4,925.7
Male,61,154.8,54.8,76,113,37.4,460.8
Female,21,179.6,55.4,62,102,38.8,345.0
Male,29,155.8,99.5,59,61,39.2,342.1
Female,59,169.7,51.7,115,150,37.1,889.9
Female,26,170.4,48.4,45,85,37.4,179.4
Male,25,194.7,110.5,163,161,39.1,2886.4
Male,42,191.9,51.9,168,147,38.0,1305.8
Female,35,168.7,115.9,24,63,39.5,169.2
Male,48,163.4,58.2,47,189,37.8,496.0
Male,53,174.5,81.6,35,168,39.2,478.7
Female,61,173.3,114.5,18,184,39.5,362.8
Female,46,161.0,57.7,92,91,39.4,466.0
Female,57,150.6,121.4,39,134,36.4,654.7
Male,25,170.3,82.0,84,173,36.9,1171.9
Female,21,158.5,52.4,65,86,38.4,268.6
Female,52,176.4,114.3,30,106,39.1,377.7
Female,39,151.6,90.8,19,190,39.8,320.0
Female,35,168.5,113.4,112,142,39.4,1816.1
Female,36,164.4,122.2,80,165,37.1,1638.4
Male,42,183.5,90.1,153,83,38.4,1173.5
Male,24,187.9,49.2,145,159,38.8,1129.1
Male,20,192.9,122.2,33,143,36.4,570.4
Male,45,171.6,115.5,166,86,39.0,1640.9
Female,19,190.1,94.9,52,73,39.8,370.7
Male,22,180.7,95.1,18,71,37.9,137.3
Male,31,188.6,86.7,17,119,39.7,165.0
Male,57,164.6,79.4,171,86,39.5,1196.4
Male,55,178.2,82.8,13,124,37.6,132.1
Female,30,151.0,77.4,18,90,38.0,107.0
Male,50,154.2,82.7,27,103,38.9,200.2
Male,51,151.1,116.9,131,80,36.5,1212.9
Male,39,161.1,108.9,138,87,39.1,1330.2
Female,43,160.2,45.4,139,122,36.7,788.3
Female,50,190.1,46.2,128,175,40.0,1058.6
Female,24,156.3,86.7,64,168,38.0,955.3
Female,59,152.7,64.7,117,156,37.2,1194.7
Male,57,168.3,57.8,41,177,38.6,447.3
Male,65,159.8,105.2,136,116,39.3,1660.5
Male,30,187.9,76.9,15,121,38.6,109.7
Female,43,189.2,54.0,27,133,38.7,178.6
Female,54,159.7,45.7,11,67,37.9,46.3
Male,26,151.3,121.3,97,148,36.1,1751.4
Female,18,190.7,64.6,17,149,37.8,168.6
Male,40,192.0,118.7,67,171,36.9,1373.4
Female,59,168.2,80.5,99,167,36.8,1314.8
Male,35,179.9,109.4,78,145,36.9,1247.2
Male,41,162.4,65.6,120,178,36.5,1375.1
Female,36,176.1,103.4,57,112,39.5,660.4
Female,48,169.8,114.0,119,91,37.9,1251.6
Female,62,159.9,98.8,51,125,39.8,653.7
Male,51,192.9,112.4,67,125,37.5,962.8
Male,19,153.7,48.5,76,186,37.2,712.2
Male,27,153.2,86.7,36,126,36.3,417.6
Female,49,181.0,54.5,26,123,39.3,202.8
Male,25,151.4,62.1,87,101,39.8,563.8
Female,34,153.1,70.9,131,150,36.2,1379.6
Female,20,175.9,72.8,179,189,36.7,2453.5
Male,41,185.9,83.6,61,139,37.7,726.6
Female,52,180.6,63.3,54,92,37.9,291.2
Female,29,181.7,116.4,142,96,37.1,1606.9
Male,42,171.5,86.2,61,147,36.4,744.9
Male,52,157.4,50.4,13,187,37.6,111.8
Male,39,171.4,127.2,18,102,39.3,220.8
Female,40,179.1,109.6,160,78,36.7,1358.0
Male,50,184.2,96.0,91,122,37.0,1038.3
Male,38,162.0,115.0,54,135,36.6,810.3
Male,65,161.7,72.0,61,64,39.6,263.1
Male,64,185.3,113.1,48,161,38.4,867.8
Female,44,163.1,96.6,45,155,39.5,668.9
Female,54,159.3,112.2,158,108,38.3,1914.5
Male,39,150.4,56.8,170,126,39.4,1216.8
Female,51,193.4,126.6,103,184,36.2,2417.3
Male,35,160.0,81.0,12,68,37.2,45.8
Female,37,162.6,98.4,49,170,37.1,845.3
Female,21,193.8,75.0,170,132,37.4,1654.5
Male,39,177.9,78.6,173,107,36.1,1484.0
Male,21,170.7,107.6,106,94,39.8,1090.4
Female,59,152.6,72.3,141,70,38.0,719.4
Male,22,194.6,92.7,160,120,37.2,1753.6
Male,29,183.9,123.5,24,121,37.1,345.6
Male,62,194.0,49.8,43,152,38.9,343.5
Male,27,184.0,124.6,12,105,36.0,185.8
Female,40,192.1,51.9,125,75,39.5,457.2
Male,21,182.0,63.1,65,82,38.8,313.5
Male,33,177.0,74.3,147,109,39.2,1173.5
Female,37,183.3,97.9,67,132,36.5,855.3
Female,21,169.2,113.5,40,167,39.5,764.3
Female,48,162.2,121.4,116,75,38.4,1046.5
Female,23,187.5,65.6,166,74,39.9,802.9
Male,24,191.0,115.7,175,124,37.1,2529.2
Female,56,169.2,84.1,13,118,38.8,159.0
Male,41,181.7,66.3,98,75,38.3,480.9
Male,52,166.7,52.2,156,71,38.6,565.7
Female,21,151.8,89.9,38,126,36.3,437.3
Female,40,194.8,122.7,60,180,39.6,1323.3
Male,51,172.7,102.5,40,150,38.3,616.8
Female,48,171.5,71.4,146,63,38.7,645.7
Female,52,179.2,71.0,50,94,36.6,358.4
Female,34,150.8,66.6,79,98,38.6,518.6
Female,44,177.2,66.6,49,72,36.8,218.2
Female,45,177.7,63.6,49,130,39.8,425.2
Male,40,186.4,84.6,50,64,39.8,272.3
Female,25,174.0,74.9,119,86,39.7,787.9
Male,35,175.8,110.2,81,95,37.5,868.2
Female,24,194.9,50.1,134,120,39.5,807.0
Male,65,184.7,89.1,150,88,39.8,1157.5
Female,34,183.2,129.8,47,160,39.6,949.5
Male,40,155.8,53.8,48,119,36.6,295.2
Male,57,187.8,59.6,179,183,37.0,1970.3
Female,35,167.4,128.2,36,136,37.9,656.4
Male,49,162.9,56.2,143,179,37.1,1429.0
Male,30,154.1,92.6,173,189,37.1,2999.8
Female,34,151.4,122.8,129,98,37.6,1548.9
Female,51,183.8,78.1,33,70,38.6,193.6
Male,29,162.1,74.9,154,129,38.7,1497.5
Female,24,191.8,90.3,51,74,38.5,320.5
Female,35,159.3,75.0,75,151,38.4,822.0
Male,27,185.9,121.3,117,133,39.6,1899.5
Female,25,183.2,111.4,180,162,39.9,3269.7
Male,57,179.2,60.5,124,166,37.7,1246.6
Female,64,193.9,54.0,26,162,36.9,244.4
Male,36,182.5,119.2,30,147,39.0,531.9
Male,48,167.9,52.6,16,112,36.3,79.2
Male,52,188.3,116.3,161,182,36.2,3405.1
Male,25,161.2,90.7,103,138,37.0,1281.0
Female,42,194.9,78.0,71,115,38.1,609.2
Female,47,165.8,67.4,112,67,37.8,524.6
Female,40,168.9,84.7,66,97,39.1,554.3
Female,31,182.3,106.9,176,185,39.3,3492.1
Female,36,170.2,71.1,145,89,39.3,934.6
Male,47,161.1,50.9,13,79,38.6,70.4
Female,32,155.0,128.4,90,156,38.9,1788.2
Male,65,177.1,68.1,130,136,36.7,1183.8
Male,53,191.1,98.4,128,118,39.6,1487.7
Male,43,161.1,91.3,170,173,37.1,2663.7
Female,33,151.8,121.4,117,122,37.5,1758.3
Male,52,179.5,60.0,124,91,36.8,684.8
Female,65,170.4,127.7,101,124,38.7,1616.7
Male,25,161.6,78.1,43,185,38.3,598.0
Male,46,172.8,71.3,62,72,37.5,343.1
Male,31,156.4,120.9,110,186,39.0,2445.9
Female,61,180.8,69.5,107,138,37.0,1035.8
Female,51,170.0,108.2,166,170,38.8,3051.6
Male,41,168.9,115.2,176,190,40.0,3870.4
Male,33,168.9,96.8,30,190,38.2,536.8
Male,22,194.9,74.9,28,143,38.8,308.9
Female,24,168.4,67.4,61,75,38.0,311.9
Male,62,160.6,53.6,49,160,37.6,447.0
Female,55,194.3,128.8,175,165,39.0,3722.1
Female,60,182.7,46.5,61,140,37.7,388.0
Male,20,160.1,65.3,74,105,38.4,505.2
Male,34,163.7,120.6,123,159,36.4,2374.2
Male,18,180.8,92.9,150,140,38.9,1934.2
Male,36,165.3,98.7,60,104,37.4,627.2
Male,39,167.1,88.0,126,129,39.8,1419.8
Female,61,152.4,129.5,108,121,37.2,1677.4
Male,64,190.8,77.3,124,169,37.4,1645.9
Male,32,165.3,100.2,65,110,39.4,691.7
Female,46,193.9,72.7,129,112,39.0,1028.5
Female,35,169.3,115.9,12,139,38.3,186.4
Female,23,180.2,122.9,129,128,36.4,2035.1
Male,55,175.9,62.0,76,166,39.4,795.5
Female,21,177.3,73.7,82,167,38.6,1005.6
Male,54,168.2,128.6,115,139,37.3,2070.1
Male,42,165.0,123.1,180,171,39.9,3780.6
Male,51,182.9,92.2,118,151,36.2,1624.2
Female,49,150.9,111.5,168,177,39.7,3335.3
Male,29,187.5,62.3,85,142,39.0,758.2
Male,50,153.3,45.7,158,104,38.0,779.0
Male,29,161.4,82.4,65,162,39.8,851.2
